"award_id"	"contract_id"	"vendor"	"contract"	"estimated_cost"	"obligated_amount"	"start_date"	"end_date"	"issuing_office"	"type"
"72061123C00004"	"72061123C00004"	"INTRAHEALTH INTERNATIONAL, INC."	"The Leading Organizational Capacity and Localization Development (LOCAL) Activity is to support the organizational capacity of current USAID/Zambia local implementing partners to manage, implement, and monitor programs."	1e+07	3327981	2023-06-21	2028-06-21	"USAID/Zambia"	"defunded"
"72061320CA00001"	"72061320CA00001"	"NATIONAL DEMOCRATIC INSTITUTE FOR INTERNATIONAL AFFAIRS"	"This activity will improve Zimbabwe’s electoral systems and approaches for choosing their leaders and representatives"	1e+07	9623057	2020-03-20	2025-03-19	"USAID/Zimbabwe"	"defunded"
"72062022CA00001"	"72062022CA00001"	"WILDLIFE CONSERVATION SOCIETY"	"Watershed Protection for Safe and Sustainable Water Supply"	1e+07	7600000	2022-02-07	2027-02-06	"USAID/Nigeria"	"defunded"
"72062024LA00001"	"72062024LA00001"	"MICHIGAN STATE UNIVERSITY"	"New Associate Award from an LWA"	1e+07	1500000	2024-04-15	2029-04-14	"USAID/Nigeria"	"defunded"
"72062424IO00001"	"72062424IO00001"	"WEST AFRICAN HEALTH ORGANISATION"	"West African Health Organization’s Institutional and Leadership Capacity-building (WAHO In-Lead Capacity) Activity."	1e+07	2181230	2023-12-01	2028-11-30	"USAID/West Africa Regional"	"defunded"
"72065621CA00003"	"72065621CA00003"	"WILDLIFE CONSERVATION SOCIETY"	"The Niassa Special Reserve (NSR) in northern Mozambique is one of the last great wilderness areas on Earth (Baghai 2018). This vast Miombo woodland landscape--measuring 42,000 km² or roughly the size of Switzerland--represents 36 percent of Mozambique’s conservation area (CA) network. The NSR is one of the largest and most important protected areas in Africa (Allan 2017). While Niassa is famous for its indigenous African elephant, lion and wild dog populations, its natural capital includes immense inselbergs, water resources, and forest carbon values. Large, well-managed protected areas such as the NSR are vital to restoring the viability of dwindling elephant and lion populations. Countering threats to the globally significant biological diversity of the NSR has been the focus of various U.S. Government (State Department, USAID, and US Fish and Wildlife Agency) programs of support since the 1990s. Beginning in 2015, USAID partnered with the Government of the Republic of Mozambique (GRM) National Administration for Conservation Areas (ANAC), the World Conservation Society (WCS), and two private NSR concessionaires (Luwire Wildlife Conservancy and Chuilexi Conservancy) to implement USAID’s Alliance for Ecosystem Conservation Systems, Markets, and Tourism (ECOSMART) activity. Through a Global Development Alliance (GDA) cooperative agreement with WCS, USAID has invested $14.8 million to conserve biodiversity and sustainably manage the natural resources of NSR, enhance the social and economic well-being of Niassa’s resident communities, and strengthen the national CA system. USAID/Mozambique is requesting a full application for a five-year, $10 million program to strengthen NSR-WCS co-management, NSR concessionaire coordination and compliance, law enforcement, and community conservation and community-based natural resources management (CBNRM) in the NSR and surrounding areas. The Environmental Security and Resilience in Northern"	1e+07	8015846	2021-07-07	2026-07-06	"USAID/Mozambique"	"defunded"
"72066023CA00002"	"72066023CA00002"	"WILDLIFE CONSERVATION SOCIETY"	"USAID Let's Protect Our Rights and Our Environment (Tulinde Haki na Mazingiria Zetu) will address the needs and aspirations of Indigenous Peoples and Local Communities (IPLCs) in DRC to implement peacebuilding, environmental conservation, and livelihoods programming to enhance well-being."	1e+07	9037958	2022-11-28	2026-11-27	"USAID/DROC (Congo)"	"defunded"
"72067424CA00003"	"72067424CA00003"	"DEMOCRACY WORKS FOUNDATION"	"The new Political Parties for Resilient and Inclusive Democracies in Southern Africa."	1e+07	4500000	2023-11-20	2028-11-19	"USAID/South Africa"	"defunded"
"72068522CA00006"	"72068522CA00006"	"NATURAL RESOURCE GOVERNANCE INSTITUTE"	"TRACES activity is a four-year activity (Transparency and Accountability in the Extractive Sector) with the purpose to increase transparency and accountability mechanisms in the mining, oil and gas sectors for better revenue management and distribution."	1e+07	8414736	2022-09-01	2026-08-31	"USAID/Senegal"	"defunded"
"72068523IO00002"	"72068523IO00002"	"UNICEF"	"USAID Multi-modal distance learning for conflict-affected children and adolescents in Niger Activity"	1e+07	1e+07	2022-12-15	2025-12-14	"USAID/Senegal"	"defunded"
"72068723CA00001"	"72068723CA00001"	"FAMILY HEALTH INTERNATIONAL"	"To strengthen traditional and non-traditional learning systems and evidence-based instruction to ultimately improve the foundational skills of Malagasy learners in formal public primary schools."	1e+07	3896000	2023-09-27	2028-09-24	"USAID/Madagascar"	"defunded"
"720BHA21T00002"	"720BHA21T00002"	"HHS SUPPLY SERVICES CENTER"	"This is a new 5-year Interagency Agreement."	1e+07	4800000	2021-10-01	2026-09-30	"USAID BHA"	"defunded"
"720BHA22IO00171"	"720BHA22IO00171"	"FEDERATION INTERNATIONALE DES SOCIETES DE LA CROIX-ROUGE ET DU CROISSANT ROUGE"	"To build climate resilience of urban communities, particularly to extreme heat and coastal threats through expanding risk knowledge and strengthening local action in Southeast Asia, Latin America, and East Africa regions in 14 secondary cities."	1e+07	8850000	2022-08-31	2027-08-30	"USAID BHA"	"defunded"
"720BHA23CA00024"	"720BHA23CA00024"	"CONCERN WORLDWIDE US INC"	"This is a three-year, incrementally-funded award. The first tranche of this award will fund WASH activities."	1e+07	3090000	2023-09-01	2026-08-31	"USAID BHA"	"defunded"
"720BHA24GR00164"	"720BHA24GR00164"	"WORLD VISION INC."	"Approve obligation of IDA funds."	1e+07	6e+06	2024-06-10	2026-06-09	"USAID BHA"	"defunded"
"720BHA24IO00197"	"720BHA24IO00197"	"INTERNATIONAL ORGANIZATION FOR MIGRATION"	"TO PROVIDE MULTISECTORAL EMERGENCY RESPONSES TO RAPID ONSET NEEDS IN SOMALIA."	1e+07	1e+07	2024-07-31	2025-07-30	"USAID BHA"	"defunded"
"AID-PPL-IO-14-00002"	"AID-PPL-IO-14-00002"	"INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT"	"Provide $100,000 to the Consultative Group for the Poor (CGAP) to support Mobile Solutions Activites."	1e+07	4980000	2014-09-26	2029-12-31	"USAID IPI"	"defunded"
"72016523CA00003"	"72016523CA00003"	"IESC"	"The purpose of the activity is to increase positive youth contributions to society and collective youth leadership through creating partnerships in support of economic opportunities attractive to youth; strengthening youths’ competencies for jobs, progressive careers and civic life; and promoting values and experiences that underpin self-reliance, such as responsibility, independence, lawfulness, strong ethics, civic engagement, and striving for accomplishment."	9999998	5374752	2023-02-01	2028-01-31	"USAID/North Macedonia"	"defunded"
"7200AA21CA00022"	"7200AA21CA00022"	"CORNELL UNIVERSITY"	"Feed the Future Insect-Resistant Eggplant Partnership"	9999995	5696421	2021-09-30	2026-09-29	"USAID M/OAA"	"defunded"
"72068724CA00001"	"72068724CA00001"	"IDE"	"MADAGASCAR URBAN SANITATION ACTIVITY is to leverage the identified opportunities and introduce new strategies to accelerate progress in achieving sustainable sanitation results at scale in targeted urban and peri-urban areas."	9999979	2501183	2024-01-19	2028-07-19	"USAID/Madagascar"	"defunded"
"72067424CA00014"	"72067424CA00014"	"CHOICE TRUST"	"The Children, Adolescents, and Families in the HIV Epidemic in Limpopo Province Activity will contribute to the achievement of 95-95-95, reaching and sustaining epidemic control in South Africa, specifically Limpopo Province, by helping to reduce lifetime risk of HIV acquisition and achieve durable viral suppression among children, adolescents, and their families."	9999864	463364	2024-10-01	2029-09-30	"USAID/South Africa"	"defunded"
"7200AA23CA00025"	"7200AA23CA00025"	"IVCC"	"IVCC - Accelerate to Eliminate Malaria"	9999808	4e+06	2023-10-01	2028-09-30	"USAID GH"	"defunded"
"72051925CA00002"	"72051925CA00002"	"FUNDACION CALLEJA"	"Youth in Progress is a five-year activity that will address several root causes of irregular migration to be implemented by private sector partner Grupo Calleja/Súper Selectos with support from local stakeholders in San Salvador, San Miguel, and Santa Ana. The activity aims to train 6,750 people in employment readiness and offer them psychosocial support, place 5,000 vulnerable youth in employment, and provide 1,800 educational and/or technical scholarships and allowances for improved employment opportunities."	9999622	2e+06	2025-01-02	2029-12-31	"USAID/El Salvador"	"defunded"
"72049722CA00001"	"72049722CA00001"	"KEMITRAAN BAGI PEMBARUAN TATA PEMERINTAHAN"	"DRG-Integritas will support the Government of Indonesia in its corruption prevention efforts through strengthening a culture of integrity for both the public and private sectors"	9999550	7600000	2022-01-11	2027-01-10	"USAID/Indonesia"	"defunded"
"72016923CA00001"	"72016923CA00001"	"TRAG FOUNDATION"	"The purpose of this activity is to strengthen Serbia’s civic activism and increase citizen engagement in community development and reform processes."	9999508	4950000	2023-03-01	2028-02-28	"USAID/Serbia"	"defunded"
"72011122C00005"	"72011122C00005"	"DEVELOPMENT PROFESSIONALS INC"	"The purpose of the Rule of Law/Justice Sector Support Project is to help the Government of Armenia reform justice sector institutions through: (1) establishing effective and efficient court administration and case management systems; (2) supporting self-regulatory institutional capacity development; (3) improving legal and professional education; and (4)facilitating oversight of the implementation of justice sector reform through collaborative action."	9999327	6563000	2022-09-13	2027-09-12	"USAID/Armenia"	"defunded"
"7200AA18CA00046"	"7200AA18CA00046"	"HOWARD DELAFIELD INTERNATIONAL, LLP"	"PRH/RTU -- DTC #1."	9998644	9998644	2018-09-26	2025-09-25	"USAID M/OAA"	"defunded"
"72051724CA00004"	"72051724CA00004"	"COUNTERPART INTERNATIONAL, INC."	"Initial Sub-obligation of $2,900,019.48 to fund the USAID Climate Adaptation Activity to build climate change resilience by promoting water security and sustainable livelihoods through reduced pressures on key water sources, enhanced watershed governance, and strengthened adaptation practices of vulnerable communities."	9997201	2900019	2024-02-08	2029-02-07	"USAID/Dominican Republic"	"defunded"
"72053223CA00001"	"72053223CA00001"	"WINROCK INTERNATIONAL INSTITUTE FOR AGRICULTURAL DEVELOPMENT"	"The USAID Supporting Victims of Violence activity will strengthen awareness of and access to trauma- informed services for survivors, witnesses, and perpetrators of violence, leading to shifts in attitudes and increased resilience to the risk factors faced by youth, families, and communities that make them susceptible to crime and violence. Specifically, the Activity will strengthen the capacity of the Government of Jamaica (GOJ), non-governmental organizations (NGOs), and civil society organizations (CSOs) to provide quality support services and foster coordination through collective action initiatives (CAIs) in hotspot communities that identify, prevent, and respond to violence."	9996101	3800000	2023-07-10	2027-07-09	"USAID/Jamaica"	"defunded"
"7200AA21CA00025"	"7200AA21CA00025"	"KABUSHIKI KAISHA LIXIL"	"Partnership for Living Better: Affordable, Accessible, Adaptable Sanitation Solutions"	9978341	4912000	2021-10-01	2026-09-30	"USAID M/OAA"	"defunded"
"72011421C00001"	"72011421C00001"	"THE KAIZEN COMPANY, LLC"	"Human and Institutional Capacity Development (HICD) activity in Georgia"	9974811	9974811	2020-12-21	2025-12-20	"USAID/Georgia"	"defunded"
"72068525C00003"	"72068525C00003"	"ABT GLOBAL LLC"	"Scaling up Investment in Weather and Climate Information Services\" (WCIS 2 Activity)."	9974405	4456892	2025-01-21	2030-01-18	"USAID/Senegal"	"defunded"
"72016923F00003"	"72016923F00003"	"DEVELOPMENT PROFESSIONALS, INC."	"The purpose of the task order is to provide services for the Justice for All activity to help solve peoples legal problems and satisfy their justice needs by strengthening Serbia justice system and service providers and guaranteeing the rule of law."	9952252	3930000	2023-09-25	2028-09-24	"USAID/Serbia"	"defunded"
"72067024CA00002"	"72067024CA00002"	"BBC MEDIA ACTION"	"Media Integrity and Resilience, Supporting Audiences in Libya (MIRSAL)"	9949533	2100000	2024-09-27	2029-09-26	"USAID/Libya"	"defunded"
"72053822F00001"	"72053822F00001"	"BIXAL SOLUTIONS INCORPORATED"	"The Contractor will provide technical services to design and carry out Monitoring, Evaluation and Learning services for the USAID/ Eastern and Southern Caribbean Region. Further details on Section C3. STATEMENT OF WORK."	9921471	8397840	2021-12-01	2025-09-30	"USAID/ESC (Barbados)"	"defunded"
"72060322CA00001"	"72060322CA00001"	"THE KAIZEN COMPANY, LLC"	"The purpose of the Citizens Engagement for Advocacy and Accountability (CEAA) Activity is to strengthen citizens’ participation and advocacy for more responsive governance to priority public needs."	9906558	9906558	2021-11-08	2025-11-07	"USAID/Ethiopia"	"defunded"
"72061722CA00004"	"72061722CA00004"	"UWESO"	"USAID ORPHANS AND VULNERABLE CHILDREN NORTH EAST (OVC North East) ACTIVITY"	9901234	4634994	2022-09-30	2027-09-29	"USAID/Uganda"	"defunded"
"72052021CA00001"	"72052021CA00001"	"FUNDACION PARA LA ALIMENTACION Y NUTRICION DE CENTRO AMERICA Y PANAMA"	"Sustainable HIV Response in Central America Cooperative Agreement"	9900000	9268699	2021-08-20	2026-08-23	"USAID/Guatemala"	"defunded"
"72067023CA00001"	"72067023CA00001"	"AMERICAN BAR ASSOCIATION"	"Reconciliation and Transitional Justice Activity (LRJA)"	9900000	4362500	2023-09-01	2027-08-31	"USAID/Libya"	"defunded"
"7200AA19M00016"	"7200AA19M00016"	"RESONANCE"	"The Digital Economy and Market Development/Task Order is a mechanism to design, implement, and evaluate a broad range of activities related to trade and investment, private sector development, poverty reduction, and regulatory reform. Will also provide trade and private sector development related training."	9875485	6003105	2019-09-30	2025-09-29	"USAID M/OAA"	"defunded"
"72069622F00001"	"72069622F00001"	"ME&A, INC."	"The objective of the Collaboration, Learning and Adapting (CLA) Activity is to improve USAID Rwanda performance monitoring, evaluation, collaboration, learning, and adapting processes"	9849635	8608348	2021-12-06	2026-12-15	"USAID/Rwanda"	"defunded"
"72066021CA00003"	"72066021CA00003"	"HUMANA PEOPLE TO PEOPLE CONGO"	"Local Organizations Network (TB LON) cooperative agreements in the DRC. This award is part of the results of a co-creation process under the Annual Program Statement (APS) No. 7200AA19APS00001. - HPP"	9837898	8211828	2021-03-29	2026-03-28	"USAID/DROC (Congo)"	"defunded"
"720BHA22GR00199"	"720BHA22GR00199"	"FEDERATION INTERNATIONALE DES SOCIETES DE LA CROIX-ROUGE ET DU CROISSANT ROUGE"	"To provide information needed to enhance anticipatory action, preparedness and responses to disasters"	9800504	7234175	2022-10-01	2026-09-30	"USAID BHA"	"defunded"
"72053823IO00002"	"72053823IO00002"	"CARIBBEAN COMMUNITY CLIMATE CHANGE CENTRE"	"The purpose of the Activity is to build capacity and increase the flow of international funding to support the region’s response to the impact of climate change."	9800000	3450000	2023-04-25	2027-04-23	"USAID/ESC (Barbados)"	"defunded"
"72062321LA00001"	"72062321LA00001"	"ACDI/VOCA"	"Somalia OU requests OAA to use the attached documents for the Resilience Portfolio Measurement (RPM)Activity and to add initial funding of $1,000,000 comprising FY18_$867,819.03 & FY19_$132,180.97"	9800000	8090264	2021-06-09	2026-06-08	"American Embassy Nairobi"	"defunded"
"72066323CA00007"	"72066323CA00007"	"BEZA POSTERITY DEVELOPMENT ORGANIZATION"	"USAID TB Local Organizations Network for Key Affected and Vulnerable Population (KAP) Activity in Developing Regional States (DRS) will focus on strengthening the existing TB service delivery platforms and building the community organizations’ capacity in differentiated TB care delivery model in a manner that fits to people’s livelihood (Urban, pastoralist, agrarian) including KAP. The activity will reach the most underserved population for TB - comprising the pastoral communities, refugee population, internally displaced people, People Living with HIV AIDS, and mining artisans. The total estimated amount of the award will be $9,800,000 over a five-year period. The initial obligation for this activity is $1.4m."	9800000	4245000	2023-10-02	2028-09-29	"USAID/Ethiopia"	"defunded"
"720BHA22GR00059"	"720BHA22GR00059"	"IMMAP INC"	"To improve the impact of humanitarian response in Afghanistan by increasing access to and utilization of high-quality information management products and interactive tools to inform evidence- based decision making."	9756243	9756243	2022-03-01	2025-06-30	"USAID BHA"	"defunded"
"72066324CA00002"	"72066324CA00002"	"FREEDOM HOUSE"	"Protecting Human Rights in Ethiopia Activity award to Freedom house. A five-year cooperative agreement for total estimated amount of $9,750,000.00."	9750000	3e+06	2023-12-01	2028-11-30	"USAID/Ethiopia"	"defunded"
"720BHA22GR00112"	"720BHA22GR00112"	"WORLD VISION INC."	"New Award to provide Humanitarian Assistance to vulnerable communities in Honduras"	9750000	9750000	2022-04-01	2026-03-31	"USAID BHA"	"defunded"
"72061123LA00001"	"72061123LA00001"	"CONSORTIUM FOR ELECTIONS & POLITICAL PROCESS STRENGTHENING"	"The purpose of USAID’s Zambia Political Accountability and Leadership program is to support local civil society and government actors to promote and implement reforms and oversight activities that will deepen Zambia’s democratic processes, promote electoral integrity, and support women’s political participation."	9700000	7062367	2023-03-15	2027-05-14	"USAID/Zambia"	"defunded"
"72061523CA00001"	"72061523CA00001"	"POPULATION SERVICES KENYA"	"USAID Private Sector Engagement program"	9683259	3091109	2023-06-28	2028-06-27	"American Embassy Nairobi"	"defunded"
"AID-AFR-R-17-00002"	"AID-AFR-R-17-00002"	"UNITED STATES INSTITUTE OF PEACE"	"AFR/SD/CPG - New award to USIP The Afrobarometer public opinion survey project intends: to produce scientifically reliable data and analysis on public opinion in sub-Saharan Africa; to strengthen the capacity of African institutions for survey research, and; to disseminate and apply survey results and analysis"	9561066	9561066	2017-09-29	2025-09-30	"USAID A/AID"	"defunded"
"72047220C00001"	"72047220C00001"	"COUNTERPART INTERNATIONAL, INC."	"USAID/Timor-Leste NGO Advocacy for Good Governance Activity"	9556747	9556747	2020-05-18	2025-08-16	"USAID/RDMA/Thailand"	"defunded"
"720BHA22GR00103"	"720BHA22GR00103"	"ST. INTERNATIONAL NGO SAFETY ORGANISATION"	"Humanitarian coordination, Info Management and Assessment support to conflict-displaced populations"	9550000	9550000	2022-04-11	2026-03-31	"USAID BHA"	"defunded"
"72038324LA00001"	"72038324LA00001"	"CONSORTIUM FOR ELECTIONS & POLITICAL PROCESS STRENGTHENING"	"The goal of this activity is “Improved democratic elections and political processes in Sri Lanka.”"	9500000	3900000	2024-06-01	2029-05-31	"USAID/Sri Lanka"	"defunded"
"72052225FA00001"	"72052225FA00001"	"FUNDACION PARA LA EDUCACION RICARDO ERNESTO MADURO"	"Amendment to add initial funding in the amount of $1,500,000 from FY20233 funds."	9500000	1500000	2024-11-22	2027-11-22	"USAID/Honduras"	"defunded"
"72062125CA00003"	"72062125CA00003"	"NATIONAL COUNCIL OF THE PEOPLE LIVING WITH HIV/AIDS (NACOPHA)"	"The purpose of this project would be to increase the utilization of quality HIV prevention and treatment services by implementing community-led monitoring activities, in close collaboration with the Government of Tanzania (GoT). The activity will identify, advocate, implement, and monitor solutions to HIV service uptake."	9500000	2100000	2025-01-01	2029-12-31	"USAID/Tanzania"	"defunded"
"72066323LA00002"	"72066323LA00002"	"CRS - USCCB"	"New associate award for Feed the Future Ethiopia Seed Activity"	9500000	4625509	2023-10-01	2028-09-30	"USAID/Ethiopia"	"defunded"
"72011420CA00002"	"72011420CA00002"	"ZINC NETWORK LIMITED"	"Georgia Information Integrity Program"	9494979	9318530	2020-09-22	2025-09-21	"USAID/Georgia"	"defunded"
"72062420CA00001"	"72062420CA00001"	"ONG BLETY"	"The project will provide quality HIV prevention services, reaching and ensuring access to HIV testing, and also linking those KPs who test HIV positive to care, as well as providing HIV care and services in Côte d’Ivoire."	9488408	4188806	2019-11-01	2029-10-31	"USAID/West Africa Regional"	"defunded"
"72011121C00001"	"72011121C00001"	"DEXIS CONSULTING GROUP"	"The goal of the Integrity project is to reduce opportunities for corruption and reinforce public demand for improved governance and accountability in Armenia."	9473852	9473852	2021-03-16	2026-03-15	"USAID/Armenia"	"defunded"
"7200AA23CA00029"	"7200AA23CA00029"	"COOPERATIVE LEAGUE OF THE UNITED STATES OF AMERICA"	"The purpose of this award is to build and strengthen cooperative organizations in Madagascar, Kenya, Guatemala and Peru"	9443228	3921817	2023-10-01	2028-09-30	"USAID M/OAA"	"defunded"
"72066921F00005"	"72066921F00005"	"ECODIT LLC"	"DRG:he purpose of this activity would be to support the effective and inclusive management of communal land through land and resource governance processes."	9421535	9421535	2021-07-19	2025-07-18	"USAID/Liberia"	"defunded"
"72048622N00001"	"72048622N00001"	"TETRA TECH, INC."	"New Award: Sustainable Fish Asia Technical Support (SuFiA TS)"	9408624	7480554	2021-11-24	2025-11-23	"USAID/RDMA/Thailand"	"defunded"
"72061122CA00001"	"72061122CA00001"	"ZOOLOGISCHE GESELLSCHAFT FRANKFURT VON 1858 E.V."	"The purpose of the Luangwa and Livelihood and Conservation Activity is to enhance the resilience and health of natural resource-dependent ecological and human communities in the Luangwa Valley (LV) of Zambia through strong public-private-community partnerships and enterprise, in order to maintain and improve the state of natural resources, such as the population size of key species, or the area of land under effective management. Local community members will, in target areas, benefit from improved nutrition and access to safe water, educational services as well as diversified and sustainable conservation-compatible livelihoods."	9382688	6372416	2022-01-05	2027-01-04	"USAID/Zambia"	"defunded"
"7200AA23CA00011"	"7200AA23CA00011"	"WORLD COUNCIL OF CREDIT UNIONS INC"	"The purpose of this award is to build and strengthen credit union associations in Kenya, Senegal, Burkina Faso and Guatemala"	9352907	3743227	2023-10-01	2028-09-30	"USAID M/OAA"	"defunded"
"72MC1018H00007"	"72MC1018H00007"	"GSA, FAS, AAS, FEDSIM NATIONAL IT PROGRAM"	"The purpose of this action is to provide additional funding for the CDM effort via IAA w/Dept of Homeland Security in the amount of $1,820,000"	9314175	7451033	2018-09-27	2025-04-30	"USAID M/CIO"	"defunded"
"72051419CA00001"	"72051419CA00001"	"BANCO DE LAS MICROFINANZAS BANCAMIA S A"	"The EMPROPAZ program consists of the implementation of a rural, innovative and self-sustainable financial inclusion model that contributes to the social, economic and environmental development of microentrepreneurs in 58 priority municipalities for the USAID/Colombia Mission in which Bancamía has a presence, through a comprehensive value offer that, in addition to providing microfinance services, offers specialized training and socio-business strengthening services for the creation of new microenterprises and the improvement of productive microenterprises underway, jointly provided and integrated by Bancamía and the CMMC and CMMM, with the support of 5 government institutions that foster financial inclusion and social and economic development, under special conditions of information, operations, fees, commissions, coverage and terms"	9286619	9086619	2018-11-30	2027-12-02	"USAID/Colombia"	"defunded"
"72068519CA00010"	"72068519CA00010"	"CATHOLIC RELIEF SERVICES - UNITED STATES CONFERENCE OF CATHOLIC BISHOPS"	"The goal the Aliwili II activity is to achieve a peaceful and inclusive environment that facilitates social and economic development in the Casamance and Kédougou"	9269317	9269317	2019-10-01	2026-06-27	"USAID/Senegal"	"defunded"
"72061521F00002"	"72061521F00002"	"AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES"	"Third Party Monitoring Activity to support and expand existing efforts by USAID/Kenya to monitor the flows of health commodities through Kenya's supply chain. These cover the health commodity requirements for priority public health programs of the MOH including HIV/AIDS, FP/RMNCAH, Nutrition and Malaria commodities worth approximately $150 Million every year. Through partnership with the MOH, KEMSA and other Implementing partners, substantial USG investments have made significant progress in strengthening Kenya's health supply chain."	9255108	5578990	2021-07-01	2026-06-30	"American Embassy Nairobi"	"defunded"
"72038621CA00008"	"72038621CA00008"	"MIYAMOTO INTERNATIONAL INC"	"The five-year project will support CDRI to strengthen the capacity of CDRI Secretariat and bolster India’s leadership role in disaster response and risk reduction and lead the South Asia region and other member countries in addressing disaster risks by building the resilience of communities and infrastructure."	9200000	6851350	2021-09-13	2026-09-12	"USAID/India"	"defunded"
"AID-442-C-16-00002"	"AID442C1600002"	"EASTWEST MANAGEMENT INSTITUTE INC"	"IGF::CL::IGF Cambodian Civil Society Strengthening"	9198671	9057174	2016-06-27	2021-07-31	"USAID/Cambodia"	"defunded"
"7200AA22CA00007"	"7200AA22CA00007"	"ISAAA AFRICENTER"	"Led by the International Society for the Acquisition of Agri-biotech Applications (ISAAA) in partnership with Kenyatta University, the Ethiopian Biotechnology Insitute, and the African Agricultural Technology Foundation, this activity will develop locally adapted sorghum varieties that are resistant to infestation by the parasitic weed Striga. Complementary outreach, training and capacity support activities will improve the ability of partner-country innovation and market systems to responsibly develop and scale genome-edited products that enhance the productivity and resilience of local food systems, particularly for smallholders who rely on sorghum as a critical resilience crop."	9130627	3774781	2022-07-01	2025-07-31	"USAID M/OAA"	"defunded"
"7200AA22LA00003"	"7200AA22LA00003"	"CONSORTIUM FOR ELECTIONS & POLITICAL PROCESS STRENGTHENING"	"This is an Associate Award for the House Democracy Partnership issued under the DEPP LWA award aimed at strengthening partner legislatures. It has two main objectives. Objective 1: Members and staff of HDP partner legislatures strengthen the technical and administrative skills necessary to fulfill their policy-making, budgetary, oversight, and representational roles and responsibilities through engagement with the U.S. Congress. Objective 2: HDP partner legislatures exhibit greater independence by advancing their legislative agendas, influencing public spending, and conducting oversight for the benefit of their constituents."	9100000	5800000	2023-03-01	2028-02-29	"USAID M/OAA"	"defunded"
"72048620F00002"	"72048620F00002"	"CORE INTERNATIONAL INC"	"New Task Order for Enhancing Equality in Energy Sector for Southeast Asia Activity"	9098636	8460000	2020-08-12	2026-08-11	"USAID/RDMA/Thailand"	"defunded"
"72061123FA00002"	"72061123FA00002"	"ZAMBIA CENTRE FOR COMMUNICATION PROGRAMMES"	"This action is a requestion for the new Stop GBV Now Project. The activity aims to increase equitable access to GBV services in targeted areas, increase community involvement and accountability in the GBV response, and to ensure GBV services are better integrated into existing health services."	9025000	9025000	2023-09-20	2028-09-30	"USAID/Zambia"	"defunded"
"7200AA23CA00009"	"7200AA23CA00009"	"COOPERATIVE HOUSING FOUNDATION"	"The purpose of this award is to build and strengthen youth and worker cooperatives in Kenya and Guatemala"	9010911	3550000	2023-10-01	2028-09-30	"USAID M/OAA"	"defunded"
"7200AA22C00019"	"7200AA22C00019"	"VISTANT"	"The purpose of this contract is to provide professional institutional support services to the Bureau for Foreign Assistance"	9e+06	5042047	2022-03-21	2027-03-20	"USAID M/OAA"	"defunded"
"7200AA22CA00022"	"7200AA22CA00022"	"FREE RUSSIA FOUNDATION"	"To stabilize and strengthen Eurasian civil society in exile, enabling it to adapt to the new operating environment and increase its ability to affect positive political and social development in Eurasia."	9e+06	8680348	2022-09-29	2027-09-28	"USAID M/OAA"	"defunded"
"72016922CA00003"	"72016922CA00003"	"PARTNERSGLOBAL"	"Civil Society Resilience Strengthening activity"	9e+06	7431105	2022-02-23	2027-02-22	"USAID/Serbia"	"defunded"
"72027922CA00003"	"72027922CA00003"	"CONSORTIUM FOR ELECTIONS & POLITICAL PROCESS STRENGTHENING"	"Peace and Inclusive Political Processes in Yemen"	9e+06	6790000	2022-10-01	2027-09-30	"USAID/Yemen"	"defunded"
"72039120T00001"	"72039120T00001"	"UNITED STATES INSTITUTE OF PEACE"	"The activity Building Peace in Pakistan, as further described in Annex A, consists of assistance to USIP to: Promote acceptance of diversity in religious, ethnic, social, and political perspectives to enhance social cohesion, with a particular focus on the Afghanistan-Pakistan border region (such as the Newly Merged Districts of FATA), Khyber Pakhtunkhwa, Southern Punjab, Northern Sindh, and Karachi."	9e+06	8332950	2019-11-18	2025-05-31	"USAID/Pakistan"	"defunded"
"72039124CA00001"	"72039124CA00001"	"DOPASI FOUNDATION"	"The new Tuberculosis Local Organization Network (TB-LON) Activity. The amount being sub-obligated is $1,000,000.00"	9e+06	5500000	2023-10-23	2028-10-22	"USAID/Pakistan"	"defunded"
"72061323CA00008"	"72061323CA00008"	"POPULATION SERVICES ZIMBABWE"	"The goal of the Activity is to contribute to increase access to modern contraception and reduce the gap in unmet need through increased access to comprehensive, voluntary family planning services to poor, underserved and hard to reach populations in Zimbabwe."	9e+06	4891161	2023-10-01	2028-09-30	"USAID/Zimbabwe"	"defunded"
"72062119LA00001"	"72062119LA00001"	"MICHIGAN STATE UNIVERSITY"	"Accelerate adoption of more effective policies and programs to drive broad-based agricultural sector growth, improved household food security and nutrition, and reduced poverty in Tanzania."	9e+06	9e+06	2020-01-01	2025-12-31	"USAID/Tanzania"	"defunded"
"72064123CA00011"	"72064123CA00011"	"TOTAL FAMILY HEALTH ORGANISATION"	"USAID/Ghana envisions providing assistance to a five (5) year activity to strengthen Ghana’s Total Market Approach to Family Planning (FP) with an emphasis on FP social marketing and private sector engagement activities. Assistance will direct resources to implement social marketing and private sector engagement for FP services to contribute to FP2030 country commitments."	9e+06	3007265	2023-10-02	2028-10-01	"USAID/Ghana"	"defunded"
